,Revenue,Revenue Growth,Gross Profit,SG&A Expense,Operating Expenses,Operating Income,Earnings before Tax,Net Income,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Gross Margin,EBIT Margin,EBITDA,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Cash and short-term investments,Total current assets,"Property, Plant & Equipment Net",Total assets,Total current liabilities,Total liabilities,Retained earnings (deficit),Total shareholders equity,Other Liabilities,Depreciation & Amortization,Operating Cash Flow,Capital Expenditure,Investing Cash flow,Financing Cash Flow,Net cash flow / Change in cash,Free Cash Flow,priceToSalesRatio,assetTurnover,currentRatio,quickRatio,cashRatio,Price to Sales Ratio,Earnings Yield,Income Quality,SG&A to Revenue,Capex to Depreciation,Tangible Asset Value,Net Current Asset Value,Invested Capital,Gross Profit Growth,EBIT Growth,Operating Income Growth,EPS Growth,EPS Diluted Growth,Operating Cash Flow growth,Asset Growth,Sector,Class,2017 PRICE VAR [%]
NPK,341905000.0,-0.0386,85662000.0,22429000.0,23150000.0,62512000.0,65971000.0,44564000.0,44564000.0,6.39,6.39,6948664.0,6970000.0,0.2505,0.193,80654000.0,65971000.0,44564000.0,0.193,0.1303,27034000.0,111491000.0,340495000.0,49475000.0,417594000.0,64354000.0,67358000.0,350203000.0,350236000.0,24770000.0,14683000.0,66376000.0,-6947000.0,-60846000.0,-34718000.0,-29188000.0,59429000.0,2.1289,0.81874979046634,5.291,2.7780091369612,0.42008266774404,2.1289,0.061,1.4895,0.0656,-0.4731,401148000.0,273137000.0,309760000.0,-0.0422,0.077,-0.0002,0.0961,0.0961,0.4344,0.078,Industrials,0,-0.06758131458565853
POWL,565243000.0,-0.146,106205000.0,74924000.0,90448000.0,15757000.0,17793000.0,15510000.0,15510000.0,1.36,1.36,11393493.0,11400000.0,0.1879,0.0317,31273000.0,17942000.0,15510000.0,0.0315,0.0274,97720000.0,97720000.0,304140000.0,144977000.0,462516000.0,118248000.0,127199000.0,331959000.0,335317000.0,82863000.0,13331000.0,74906000.0,-2857000.0,-2857000.0,-17372000.0,54677000.0,72049000.0,0.8073,1.2221047488087,2.572,2.23998714566,0.82639875515865,0.8073,0.034,4.8295,0.1326,-0.2143,460457000.0,176941000.0,246889000.0,-0.019,-0.2245,-0.2369,0.7,0.7215,4.7986,-0.0135,Industrials,0,-24.9645028516016
TITN,1367835000.0,-0.2802,205914000.0,220524000.0,229024000.0,-23110000.0,-55874000.0,-37892000.0,-37175000.0,-1.76,-1.76,21574233.0,21111000.0,0.1505,-0.017,5287000.0,-23251000.0,-38229000.0,-0.0408,-0.0277,89465000.0,89465000.0,858245000.0,183179000.0,1047875000.0,523425000.0,709526000.0,99526000.0,337556000.0,60225000.0,28538000.0,231884000.0,-634000.0,-126000.0,-268956000.0,-38063000.0,231250000.0,0.1328,1.305341763092,1.64,0.29612456416870003,0.17092229068157005,0.1328,-0.209,-6.2376,0.1612,-0.0222,1042741000.0,148719000.0,603962000.0,-0.3323,-3.8430479999999996,-3.440972,-0.1656,-0.1656,4.6477,-0.2095,Industrials,1,42.943953251028
GSL,166837000.0,0.0116,120776000.0,6224000.0,141451000.0,-20675000.0,-65049000.0,-65095000.0,-68157000.0,-11.39,-11.39,6868430.0,6907539.0,0.7239,-0.1214,22544000.0,-20261000.0,-65095000.0,-0.3899,-0.3902,54243000.0,54243000.0,56929000.0,719117000.0,776257000.0,48715000.0,447364000.0,-58365000.0,328893000.0,15411000.0,42805000.0,71685000.0,-6935000.0,-6941000.0,-64092000.0,652000.0,64750000.0,0.5106,0.21492495397787,1.169,1.1337370419789,1.1134763419891,0.5106,-0.9185,-1.0518,0.0373,-0.162,776241000.0,-390435000.0,1093156000.0,0.0519,-2.049,-2.0739,-1.125,-1.125,0.15,-0.1422,Industrials,0,-25.161288881860546
PFSW,334643000.0,0.1609,73464000.0,76304000.0,76304000.0,-2840000.0,-5163000.0,-7530000.0,-7530000.0,-0.41,-0.41,18706633.0,18542000.0,0.2195,-0.0085,12537000.0,-2840000.0,-7530000.0,-0.0154,-0.0225,24640000.0,24640000.0,125544000.0,30264000.0,211336000.0,106973000.0,171053000.0,-105317000.0,40283000.0,39921000.0,15377000.0,13266000.0,-8713000.0,-17072000.0,6999000.0,2644000.0,4553000.0,0.4746,1.5834642465079,1.1740000000000002,1.0433754311836,0.23033849662999,0.4746,-0.0483,-1.7618,0.228,-0.5666,158262000.0,-45509000.0,86348000.0,0.1912,0.3835,0.3835,0.0889,0.0889,-0.4148,0.1048,Industrials,0,-12.485276458846535
TWIN,166282000.0,-0.3744,40595000.0,57113000.0,65191000.0,-24596000.0,-25386000.0,-13104000.0,-13104000.0,-1.17,-1.17,11350174.0,11203000.0,0.2441,-0.1501,-16113000.0,-24960000.0,-13013000.0,-0.1527,-0.0788,18273000.0,18273000.0,125035000.0,51665000.0,213922000.0,36131000.0,96869000.0,175662000.0,116490000.0,21415000.0,8847000.0,3391000.0,-4090000.0,1142000.0,-8061000.0,-4663000.0,-699000.0,0.7331,0.7773020072736802,3.4610000000000003,1.207716365448,0.50574299078354,0.7331,-0.1089,-0.2588,0.3435,-0.4623,206638000.0,28166000.0,160735000.0,-0.5111,-2.5319,-2.5883,-2.1818,-2.1818,-0.8012,-0.1438,Industrials,1,72.64456856462724
VSEC,691790000.0,0.2955,74205000.0,6609000.0,22676000.0,51529000.0,41674000.0,26793000.0,26793000.0,2.48,2.47,10798684.0,10793723.0,0.1073,0.0745,77575000.0,51529000.0,26793000.0,0.0602,0.0387,454136.13095599995,471006.39,258463000.0,62061000.0,661839000.0,148442000.0,406645000.0,231733000.0,255194000.0,33420000.0,26046000.0,47193000.0,-6403000.0,-6466000.0,-41039000.0,-312000.0,40790000.0,0.6213,1.0452542083498002,1.741,0.6847522938251999,0.0136214959452507,0.6213,0.0623,1.7614,0.0096,-0.2458,336291000.0,-148182000.0,424024000.0,0.0692,0.0196,0.0196,0.069,0.0693,0.256,0.0721,Industrials,1,22.41998122257433
SP,1568400000.0,-0.0022,176400000.0,90000000.0,123700000.0,52700000.0,38900000.0,23100000.0,23100000.0,1.04,1.03,22356586.0,22238021.0,0.1125,0.0315,83600000.0,49400000.0,26000000.0,0.0248,0.0147,26500000.0,26500000.0,156600000.0,30900000.0,778600000.0,228900000.0,510200000.0,25900000.0,268200000.0,98600000.0,34200000.0,59700000.0,-10000000.0,-13800000.0,-42100000.0,3500000.0,49700000.0,0.412,2.0143847932186003,0.684,0.6430755788554,0.11577107907383,0.412,0.036000000000000004,2.5844,0.0574,-0.2924,285900000.0,-353600000.0,225600000.0,0.037000000000000005,0.4155,0.3582,0.3333,0.3377,0.3693,-0.006999999999999999,Industrials,1,28.373698836774718
ALG,844748000.0,-0.0396,205099000.0,137479000.0,137479000.0,67620000.0,62189000.0,40045000.0,40045000.0,3.5,3.46,11510631.0,11434000.0,0.2428,0.0806,88903000.0,68103000.0,40045000.0,0.0736,0.0474,16793000.0,16793000.0,327618000.0,97599000.0,552776000.0,78700000.0,165059000.0,334988000.0,387717000.0,35491000.0,20800000.0,75784000.0,-8418000.0,-8656000.0,-77347000.0,-10129000.0,67366000.0,1.0564,1.5281922514726,4.163,2.3776620076239,0.21337992376112,1.0564,0.0451,1.8925,0.1627,-0.4047,427913000.0,162559000.0,402510000.0,0.0131,-0.0746,0.0164,-0.0814,-0.0798,0.4458,-0.0841,Industrials,1,46.25689531889244
AXU,8453125.0,-0.2027,2132440.4762,5590773.8095,7044642.8571,-4912202.381,-2951636.9048,-3243303.5714,-3243303.5714,-0.0372,-0.0372,57549123.5119,64342174.1071,0.2523,-0.3492,-1406994.0476,-2951636.9048,-3243303.5714,-0.3492,-0.3837,20334821.4286,21593005.9524,19020089.2857,53474702.38100001,81611607.1429,1819940.4762,5506696.4286,-87700594.3536,76104910.7143,456845.2381,1544642.8571,-3428571.4286,-3976190.4762,-1252976.1905,13773065.4762,9091517.8571,-7404761.9048,10.2801,0.10357748482025,7.776,12.364713242368321,7.8134023163787845,10.2801,-0.0246,1.0571,0.6614,-2.5742,81466517.8571,13513392.8571,59311755.9524,-0.0928,0.383,0.103,0.3564,0.3564,-0.0799,0.1007,Industrials,1,5.298016120569697
CREG,4482850.0,-0.554284,4408435.0,4531730.0,61900060.0,-57491625.0,-55228957.0,-48295432.0,-48295432.0,-5.81,-5.81,8310198.0,8310198.0,0.9834,-10.483187999999998,-48046497.0,-48050709.0,-48642568.0,-10.790260000000004,-10.7734,47752353.0,55853936.0,74312016.0,86505740.0,210683160.0,52866099.0,57243257.0,35893736.0,153572334.0,3023347.0,4212.0,39514211.0,0.0,1105039.0,-31570390.0,6002965.0,39514211.0,2.8177,0.021277685411592,1.406,1.3053307375678,0.90326984406396,2.8177,-1.05758,-0.8182,1.0109,0.0,210683160.0,17068759.0,158644786.0,0.3704,-2.9329,-3.440972,-3.629,-3.629,-0.3817,-0.3351,Industrials,1,84.21052549024036
GENC,69991000.0,0.7841,17525000.0,8142000.0,9709000.0,7816000.0,9400000.0,7043000.0,7043000.0,0.49,0.48,14336055.0,14336055.0,0.2504,0.1343,10797000.0,9400000.0,7043000.0,0.1343,0.1006,18219000.0,104157000.0,123420000.0,5239000.0,128712000.0,8191000.0,8507000.0,107881000.0,120205000.0,6748000.0,1397000.0,6993000.0,-306000.0,-306000.0,380000.0,7067000.0,6687000.0,2.4538,0.54377991174094,13.601818653167232,12.364713242368321,2.2242705408375003,2.4538,0.0409,0.9929,0.1163,-0.219,128712000.0,114913000.0,102302000.0,1.3348,3.6509,3.536583999999999,4.610947999999999,4.610947999999999,0.5499,0.0713,Industrials,1,6.089736104873849
XONE,47788000.0,0.1842,14162000.0,20722000.0,28536000.0,-14374000.0,-14531000.0,-14598000.0,-14598000.0,-0.92,-0.92,16111286.0,16111286.0,0.2964,-0.2978,-8574000.0,-14233000.0,-14598000.0,-0.3041,-0.3055,28155000.0,28155000.0,51599000.0,51134000.0,104178000.0,14735000.0,16398000.0,-68761000.0,87780000.0,12495000.0,5659000.0,-2652000.0,-1272000.0,-1272000.0,12822000.0,8483000.0,-3924000.0,3.3546,0.4587148918197701,3.502,2.348286392942,1.9107567017306,3.3546,-0.0925,0.1817,0.4336,-0.2248,103510000.0,35201000.0,62478000.0,0.6975,0.4502,0.4457,0.486,0.486,0.7527,-0.0346,Industrials,0,-15.577891662787273
ULH,1072751000.0,-0.0496,194647000.0,93641000.0,148067000.0,46580000.0,39405000.0,24244000.0,24244000.0,0.85,0.85,28412746.0,28411000.0,0.1814,0.0444,84373000.0,47671000.0,24244000.0,0.0367,0.0226,1755000.0,16114000.0,207451000.0,246277000.0,570457000.0,144516000.0,422725000.0,166033000.0,147732000.0,39519000.0,36702000.0,68629000.0,-94925000.0,-94076000.0,14114000.0,-11175000.0,-26296000.0,0.4277,1.8805115898306,1.435,1.2370740956019,0.0136214959452507,0.4277,0.0526,2.8308,0.0873,-2.5864,458784000.0,-215274000.0,573780000.0,-0.1357,-0.3579,-0.3654,-0.3796,-0.3796,-0.1236,0.1338,Industrials,1,49.71077930221959
ERA,247228000.0,-0.1228,77365000.0,36206000.0,80734000.0,-3369000.0,-11335000.0,-7978000.0,-7978000.0,-0.39,-0.39,20940372.0,20350066.0,0.3129,0.0242,55305000.0,5990000.0,-14910000.0,-0.0458,-0.0323,26950000.0,26950000.0,96370000.0,821809000.0,955173000.0,25623000.0,482535000.0,32524000.0,468417000.0,14608000.0,49315000.0,58504000.0,-10047000.0,-9116000.0,-32986000.0,16166000.0,48457000.0,1.4314,0.25883059927364005,3.761,2.3190102642157004,1.0517894079538002,1.4314,-0.0231,-7.009733000000001,0.1464,-0.2037,954036000.0,-386165000.0,1133741000.0,-0.299,-0.8352,-1.1387,-1.9286,-1.9286,0.316,-0.049,Industrials,0,-36.390531108574756
ESLT,3260219000.0,0.0491,965285000.0,422390000.0,660607000.0,304678000.0,282526000.0,236909000.0,236909000.0,5.54,5.54,42730068.0,42742000.0,0.2961,0.0939,429156000.0,306268000.0,238808000.0,0.0867,0.0727,222810000.0,245062000.0,2420898000.0,474109000.0,4351864000.0,1924198000.0,2784623000.0,1398112000.0,1559840000.0,347393000.0,122888000.0,208002000.0,-108476000.0,-117817000.0,-166697000.0,-76512000.0,99526000.0,1.3358,0.74915461512584,1.258,0.92003005927664,0.11579369690645,1.3358,0.0544,0.878,0.1296,-0.8827,3625466000.0,-363725000.0,1883982000.0,0.0761,0.1386,0.1344,0.1688,0.1688,-0.5216,0.0554,Industrials,1,32.60797149256165
GASS,144132183.0,0.0199,62251465.0,10456589.0,55169837.0,7081628.0,-7798300.0,-7798300.0,-7798300.0,-0.2,-0.2,40517676.0,39824038.0,0.4319,0.0449,45566437.0,6469848.0,-7798300.0,-0.0541,-0.0541,68356935.0,68356935.0,76478045.0,919485540.0,1001942344.0,81366606.0,427967040.0,94688024.0,573975304.0,10153691.0,39096589.0,36154088.0,-54685581.0,-54074771.0,-27213272.0,-45133955.0,-18531493.0,0.9586,0.14385277143251998,0.94,0.88968396936699,0.84011043793568,0.9586,-0.0587,-4.6361,0.0725,-1.3987,1001942344.0,-351488995.0,1250104392.0,-0.0734,-0.5005,-0.4559,-4.0232,-4.087708000000001,-0.2476,-0.0346,Industrials,1,27.859238233781234
KEQU,128626000.0,0.0825,23708000.0,18010000.0,18010000.0,5698000.0,5664000.0,3802000.0,3802000.0,1.43,1.42,2684580.0,2667000.0,0.1843,0.0464,8562000.0,5970000.0,3877000.0,0.044,0.0296,6789000.0,6789000.0,50957000.0,14118000.0,72405000.0,20950000.0,33853000.0,36826000.0,38242000.0,4989000.0,2592000.0,7271000.0,-2187000.0,-1478000.0,-3404000.0,2178000.0,5084000.0,0.3496,1.7764795248947,2.432,1.6526968973747,0.32405727923628,0.3496,0.0854,1.9124,0.14,-0.8438,72405000.0,17104000.0,52254000.0,0.0892,0.0663,0.0903,0.0672,0.0677,2.1737,0.0419,Industrials,1,20.796270204012327
LTBR,760577.0,-0.1647,304012.0,5190549.0,7938886.0,-7634874.0,-6345176.0,-6345176.0,-7007054.0,-13.523,-13.46,1661111.48,1217846.32,0.3997,-8.3039,-6315728.0,-6315728.0,-6345176.0,-8.3426,-8.3426,3698889.0,3698889.0,4659424.0,0.0,10158653.198345,1386279.4,2345469.98,-80716617.0,5557590.0,28464.0,0.0,-5976060.0,0.0,-209871.0,9147624.0,2961693.0,-5976060.0,8.3843,0.11181050735956,3.743,3.283557401479,2.9715083327643,8.3843,-1.05758,0.8529,4.420890000000003,0.0,8588040.0,3414639.0,698236.0,0.4059,-0.4649,-0.1536,-0.2542,-0.2542,-0.6369,1.529889999999997,Industrials,1,6.08695754331841
MHH,132008000.0,0.0692,26297000.0,21790000.0,21790000.0,4507000.0,4020000.0,2520000.0,2520000.0,0.29,0.28,8941930.0,8786000.0,0.1992,0.034,5498000.0,4482000.0,2520000.0,0.0305,0.0191,829000.0,829000.0,22684000.0,558000.0,39406000.0,12257000.0,20334000.0,9297000.0,19072000.0,8494000.0,1016000.0,2292000.0,-105000.0,-38000.0,-2273000.0,-19000.0,2187000.0,0.2381,2.3873718994869,1.851,1.7892632781268,0.067634820918659,0.2381,0.0825,0.9095,0.1651,-0.1033,23666000.0,2350000.0,20457000.0,0.105,-0.05,-0.0374,-0.0794,-0.0968,-0.2428,0.0241,Industrials,1,43.10099743070922
PIXY,8460653.0,1.4296120000000003,1516429.0,2497552.0,3605574.1,-1854556.0,-1854556.0,-1854556.0,-1854556.0,-0.07,-0.07,26214000.0,25630874.0,0.1792,-0.2192,-1831334.0,-1854556.0,-1854556.0,-0.2192,-0.2192,868532.0,868532.0,4268900.0,348773.0,10158653.198345,1670431.0,2345469.98,-1908237.0,124403.0,843984.0,23222.0,-740763.0,-371995.0,-371995.0,1877640.0,764882.0,-1112758.0,9.4922,2.3873718994869,0.8029999999999999,0.5537313423900799,0.5199448525560201,9.4922,-0.026,0.3994,0.2952,-6.084164,8588040.0,-328983.0,-744129.0,2.305817999999998,-3.8430479999999996,-3.440972,0.0,0.0,-2.336836,1.529889999999997,Industrials,0,-62.597403588233064
SEII,17364332.0,-0.4015,2546452.0,1999067.0,3858930.0,-1312478.0,-11679154.0,-11679154.0,-11679154.0,-9.81,-9.81,1661111.48,1217846.32,0.1466,-0.6654,-5811932.0,-11554217.0,-11679154.0,-0.6726,-0.6726,2032545.0,2166458.0,26592126.0,29878675.0,70365255.0,5053219.0,5053219.0,26531498.0,65312036.0,1481288.0,5742285.0,-6948531.0,-1209477.0,-10451593.0,610404.0,-17308872.0,-8158008.0,0.196,0.2467742353808,5.2620000000000005,3.4048304654914,0.4022277680820901,0.196,-1.05758,0.595,0.1151,-0.2106,65081560.0,21538907.0,60702857.0,-0.608,-0.0127,-1.3037,0.2436,0.2436,-1.5923,-0.2563,Industrials,1,191.5384692976464
CCRC,72731706.0,0.2255,19633154.0,11082106.0,11082106.0,8551048.0,9726174.0,8277251.0,8277251.0,0.45,0.45,18329600.0,18329600.0,0.2699,0.1344,11318909.0,9776557.0,8277251.0,0.1337,0.1138,16447268.0,16994527.0,32385492.0,4360976.0,37723629.0,9220397.0,9220397.0,17226261.0,28503232.0,5094285.0,1542352.0,5666284.0,-478775.0,-1020870.0,-1510962.0,2323419.0,5187509.0,4.5187,1.9280145608473,3.512,3.3446270263633995,1.7837917391193,4.5187,0.0251,0.6846,0.1524,-0.3104,37723629.0,23165095.0,12055964.0,0.5758,0.5449,0.6445,0.5,0.5,-0.0488,0.2165,Industrials,0,-4.907981333727072
EML,137608258.0,-0.0481,36346210.0,22642031.0,25001295.0,11344915.0,11223415.0,7785323.0,7785323.0,1.25,1.25,6254287.0,6254287.0,0.2641,0.0824,15159308.0,11344915.0,7785323.0,0.0816,0.0566,22725376.0,22725376.0,77696926.0,26165514.0,124198396.0,12866082.0,41730882.0,95631216.0,82467514.0,4925051.0,3814393.0,12415240.0,-2855120.0,-2855120.0,-4179719.0,4910390.0,9560120.0,0.9158,1.1079712977936,6.039,3.1758827590249004,1.7663011941009,0.9158,0.062,1.5947,0.1645,-0.7485,107447800.0,35966044.0,73642056.0,0.0612,0.3824,0.3824,0.3587,0.3587,0.3593,0.0202,Industrials,1,32.13776496939689
PFMT,141360000.0,-0.1131,141360000.0,133848000.0,149286000.0,-7926000.0,-15823000.0,-11453000.0,-11453000.0,-0.23,-0.23,50226376.0,50038000.0,1.0,-0.0561,5454000.0,-7926000.0,-11453000.0,-0.1119,-0.081,40484000.0,40484000.0,72012000.0,23735000.0,185078000.0,51469000.0,98833000.0,20590000.0,86245000.0,28029000.0,13380000.0,17784000.0,-7866000.0,-7866000.0,-40637000.0,-30698000.0,9918000.0,0.7817,0.7637860793827499,1.399,1.0096951563077,0.7865705570343299,0.7817,-0.1045,-1.5528,0.9469,-0.5879,96661000.0,-26821000.0,58324000.0,-0.1131,-2.1816,-2.1816,-4.0232,-4.087708000000001,0.0997,-0.2369,Industrials,0,-25.000002709301977
GFN,285851000.0,-0.0592,123971000.0,68697000.0,109588000.0,14383000.0,-7548000.0,-5357000.0,-9025000.0,-0.35,-0.35,26087294.0,26060823.0,0.4337,0.0423,50734000.0,12100000.0,-3286000.0,-0.0264,-0.0187,9342000.0,9342000.0,91384000.0,446296000.0,673574000.0,57736000.0,448962000.0,-10010000.0,138532000.0,32062000.0,38634000.0,48822000.0,-14388000.0,-35378000.0,-5577000.0,7867000.0,34434000.0,0.3879,0.42437950395948,1.5827906332271,0.8211341277539099,0.16180545933213,0.3879,-0.0824,-5.4096,0.2403,-0.3724,537680000.0,-357578000.0,880558000.0,-0.181,-0.6723,-0.6658,-3.6923,-3.6923,0.2764,-0.0198,Industrials,1,24.77065006818335
JOB,83074000.0,0.9147,23629000.0,19863000.0,22432000.0,1197000.0,1176000.0,1173000.0,1173000.0,0.13,0.12,9378892.0,9313000.0,0.2844,0.0334,4645000.0,2778000.0,1173000.0,0.0142,0.0141,2528000.0,2528000.0,15597000.0,611000.0,45926000.0,16194000.0,21393000.0,-13082000.0,24533000.0,5612000.0,1867000.0,723000.0,-120000.0,-9515000.0,5388000.0,-3404000.0,603000.0,0.5905,1.8088664373122,0.963,0.8705075954057099,0.15610720019760002,0.5905,0.0249,0.6164,0.2391,-0.0643,16242000.0,-5796000.0,10859000.0,0.7965,1.6746,1.733,1.114,1.1053,2.1123,0.7089,Industrials,0,-36.81818383784329
AP,331866000.0,0.3916,55370000.0,58175000.0,109900000.0,-54530000.0,-57108000.0,-79820000.0,-79820000.0,-6.68,-6.68,12270621.0,11951000.0,0.1668,-0.1649,-34248000.0,-54711000.0,-79809000.0,-0.1721,-0.2405,38579000.0,38579000.0,221464000.0,214408000.0,565889000.0,144292000.0,416055000.0,45443000.0,147918000.0,80363000.0,20463000.0,-5634000.0,-10566000.0,-40878000.0,-8876000.0,-56543000.0,-16200000.0,0.5971,0.58645069969552,1.535,1.57151470629,0.2673675602251,0.5971,-0.4136,0.0706,0.1753,-0.5163,554288000.0,-194591000.0,423631000.0,0.3062,-3.8430479999999996,-3.440972,-4.0232,-4.087708000000001,-1.2748,0.118,Industrials,0,-22.32011443890216
BWEN,180840000.0,-0.092,18139000.0,15786000.0,16230000.0,1909000.0,317000.0,319000.0,319000.0,0.02,0.02,15172245.0,14843000.0,0.1003,0.0052,7856000.0,942000.0,319000.0,0.0018,0.0018,18738000.0,21909000.0,58190000.0,54606000.0,117662000.0,43251000.0,49079000.0,-308466000.0,68583000.0,26934000.0,6914000.0,18031000.0,-6172000.0,-2549000.0,-3261000.0,12219000.0,11859000.0,0.349,1.5369448080093997,1.345,0.7808836789900799,0.4332385378372801,0.349,0.0048,10.788279000000003,0.0873,-0.8927,113090000.0,9111000.0,55204000.0,1.3057,1.0448,1.1603,1.0135,1.0135,2.6635,0.0706,Industrials,0,-34.6153815293452
CASS,125537000.0,0.0391,125537000.0,80422000.0,93473000.0,32064000.0,32064000.0,24348000.0,24348000.0,1.65,1.63,14752589.0,14752589.0,1.0,0.2554,41493000.0,32064000.0,24348000.0,0.2554,0.194,266743000.0,403743000.0,1026781000.0,21086000.0,1504839000.0,1227774000.0,1296804000.0,118363000.0,208035000.0,585487000.0,9429000.0,35189000.0,-4684000.0,-41551000.0,19933000.0,13571000.0,30505000.0,6.5097,0.08342221327331402,0.83629479040931,0.32884146430858,0.21725741056579,6.5097,0.0298,1.4453,0.6406,-0.4968,1491252000.0,-270023000.0,1224509000.0,0.0391,0.0332,0.0332,0.07,0.0745,0.0506,0.0339,Industrials,0,-11.119827382990398
CLWT,22478000.0,0.2282,4951000.0,5602000.0,5595000.0,-644000.0,459000.0,231000.0,231000.0,0.073,0.073,3092864.0,3092864.0,0.2203,0.0213,533000.0,478000.0,158000.0,0.0204,0.0103,4035000.0,4035000.0,9587000.0,771000.0,23104000.0,6486000.0,6486000.0,5338000.0,15435000.0,335000.0,55000.0,153000.0,-50000.0,199000.0,720000.0,1080000.0,103000.0,0.4885,0.97290512465374,1.4780000000000002,1.2994141227259,0.62210915818686,0.4885,0.0206,0.6623,0.2492,-0.9091,22033000.0,3101000.0,12232000.0,0.2246,1.7253,0.6704,1.365,1.365,1.0515,0.0862,Industrials,0,-6.760563739730456
CVV,20955347.0,-0.4622,7104523.0,8024148.0,7829087.0,-724564.0,-653185.0,-149124.0,-149124.0,-0.02,-0.02,6324180.0,6285815.0,0.339,-0.0274,240333.0,-573324.0,-149124.0,-0.0312,-0.0071,21677186.0,21677186.0,28403302.0,14438982.0,45604692.0,8325922.0,11291430.0,10118322.0,34313262.0,7282790.0,813657.0,8852798.0,-112493.0,-410943.0,162000.0,8603855.0,8740305.0,2.5803,0.459499803222,3.411,2.9884048877710003,2.603577837986,2.5803,-0.0023,-7.009733000000001,0.3829,-0.1383,45351068.0,17111872.0,18613468.0,-0.5309,-1.1242,-1.1578,-1.0385,-1.0392,4.106,0.1087,Industrials,1,35.90642837822388
FSTR,483514000.0,-0.2258,90356000.0,85976000.0,231435000.0,-141079000.0,-147169000.0,-141660000.0,-141660000.0,-13.523,-13.46,10393449.0,10393449.0,0.1869,-0.2908,-117126000.0,-140618000.0,-141660000.0,-0.3044,-0.293,30363000.0,30363000.0,199604000.0,103973000.0,393023000.0,82331000.0,259772000.0,133667000.0,133251000.0,34201000.0,23492000.0,18405000.0,-6695000.0,-7930000.0,-12519000.0,-2949000.0,11710000.0,0.3074,1.2302435226436998,2.424,1.1781103108185,0.36879182810849,0.3074,-0.9643,-0.1299,0.1778,-0.285,310572000.0,-60168000.0,357443000.0,-0.324,-2.0437,-1.7353,-2.1848,-2.1848,-0.6723,-0.3064,Industrials,1,89.86013466014549
FTEK,55161000.0,-0.2512,18794000.0,25564000.0,31743000.0,-12949000.0,-15724000.0,-17388000.0,-17388000.0,-0.74,-0.74,23446035.0,23365000.0,0.3407,-0.2851,-12826000.0,-15724000.0,-17388000.0,-0.2851,-0.3152,17846000.0,17855000.0,40635000.0,10517000.0,57788000.0,14050000.0,14396000.0,-91520000.0,43392000.0,7747000.0,2898000.0,-2738000.0,-938000.0,-938000.0,-172000.0,-3838000.0,-3676000.0,0.5101,0.95454073510071,2.892,2.6081850533808,1.2701779359431002,0.5101,-0.6167,0.1575,0.4634,-0.3237,53876000.0,26239000.0,21980000.0,-0.3419,-0.8292,-1.2361,-0.3704,-0.3704,-1.3952,-0.2397,Industrials,0,-6.666669978035689
LMB,446995000.0,0.0,52554000.0,48440000.0,440681000.0,4114000.0,-2002000.0,-339604.0,1447000.0,0.24,0.24,7454000.0,1848001.0,0.1176,0.0141,-339604.0,6314000.0,-339604.0,-0.0045,0.0,7519000.0,7519000.0,155183000.0,17807000.0,202607000.0,126729000.0,144785000.0,-7715000.0,47448000.0,65219000.0,7338000.0,4753000.0,-3395000.0,-15460000.0,12222000.0,1515000.0,-226192.0,0.3671,2.2062169619016,0.546,0.95866770825936,0.059331329056491,0.3671,-0.0501,3.2847,0.1084,-0.4627,19153000.0,10398000.0,45949131.0,0.0,3.690034,3.536583999999999,2.3333,2.3333,4.875884999999996,1.529889999999997,Industrials,0,-1.0021498972564422
MAGS,67825000.0,0.0642,33255000.0,24981000.0,31760000.0,1495000.0,907000.0,1029000.0,1029000.0,0.06,0.06,16398872.0,16398872.0,0.4903,0.0134,2647000.0,907000.0,1026000.0,0.0134,0.0152,19692000.0,50728000.0,80040000.0,5301000.0,105993000.0,21288000.0,24075000.0,-16600000.0,82009000.0,5602000.0,1740000.0,8933000.0,-704000.0,-40703000.0,25006000.0,-6604000.0,8229000.0,1.2694,0.63990074816261,3.76,3.3690811724915,0.9250281848929,1.2694,0.0114,8.6812,0.3683,-0.4046,89210000.0,55965000.0,48230000.0,0.0723,-0.8209,-0.6594,-0.6842,-0.6842,0.6367,0.4133,Industrials,0,-3.6190487089611234
PKOH,1276900000.0,-0.1277,201200000.0,134200000.0,138200000.0,63000000.0,40500000.0,31700000.0,31700000.0,2.62,2.58,12387705.0,12100000.0,0.1576,0.0538,98200000.0,68700000.0,32200000.0,0.0317,0.0248,64300000.0,64300000.0,552700000.0,167100000.0,974300000.0,241900000.0,738300000.0,193600000.0,226000000.0,77500000.0,29500000.0,72900000.0,-28500000.0,-51900000.0,-17200000.0,2300000.0,44400000.0,0.4172,1.3105819562763,2.285,1.0694501860273,0.26581231914014003,0.4172,0.0609,2.2997,0.1051,-0.9661,791100000.0,-185600000.0,954700000.0,-0.1446,-0.2939,-0.3565,-0.335,-0.3351,0.6309,0.0342,Industrials,1,8.216935224593456
